user	send_text
ember	室友的皮燕子：要我证明给你看吗
01101101	谁找我
！	意思没日室友？
花生豆	你也就是刚进群 对女的还有兴趣 过一个月就不想这些了
花生猫	他是你小号吧
道航	怎么说
！	坚决予以否认
道航	[表情]
！	[表情]
祝狗蛋	你也就是刚进群 对女的还有兴趣 过一个月就不想这些了
ember	掩饰效果不佳
我小帅呢	开群语音 你俩同时接入同时说话试试
祝狗蛋	[表情]
ember	手机主页截个屏
！	[表情]
道航	掩饰效果不佳, ban -tree
花生猫	再给你一次机会，骗人的人的鸡儿这辈子派不上用场
花生猫	[表情]
！	[表情]
花生碎	[表情]
会怎样i	[表情]
花生棒	会怎样为什么也带个感叹号
陈浩强	敏感の帅帅
会怎样i	一直都有呀
！	[表情]
陈浩强	[表情]
陈浩强	出来吃了个饭
陈浩强	热死了
ggbond	第一个车反应挺快
大板	这俩怎么还跳起舞来了
Nietzsche	前车属实老司机
陈浩强	勤看后视镜啊兄弟们
花生豆	老司机
小熊猫	香蕉厂招人了
我小帅呢	[表情]
花生汤	金针菇
Eric Wang	我用软件把我14寸macbook的电池健康度曲线弄出来了
Eric Wang	和浅色平均值对比 惨不忍睹
Vict.胡	这个咋弄的
Eric Wang	coconut Battery 可以跟踪自己macbook和手机ipad的电池健康度
花生猫	投tmd[旺柴]
我小帅呢	入职了帮群友薅点羊毛机
Vict.胡	[苦涩]
花生猫	哈哈哈哈哈哈哈
花生猫	做梦吧
花生猫	我都梦不到我去外企
我小帅呢	入职了帮群友薅点羊毛机然后把azure冲了
ember	[卷猫]
花生猫	梦里
花生猫	等我死了我托梦给你
花生猫	[呲牙]
大板	亚马逊的北京办公点之前在东四环桥那吧
大板	远洋那个楼好像
花生猫	@大板 能不能给我舔舔你的手啊
花生猫	[苦涩]
ember	明天gay list还得有你
我小帅呢	后天gay list还得有你
新花生龙	未来gay list还得有你
花生猫	zqsg啊兄弟们
大板	明天gay list还得有你
花生猫	能不能嘛[大哭]
大板	真情烧鸡？
大板	应该是基
ember	真情丧哥
新花生龙	之前是鸡
花生猫	真情实感
小熊猫	兄弟们，这几个选项，哪个最适合闲鱼转卖？
小熊猫	迪士尼吗
01101101	迪斯尼能转吗
小熊猫	能吧
李嘉銘	上迪把
01101101	单张票吗
花生碎	里面没其他主角吗
Berry	[链接] 上诉人吴亦凡强奸、聚众淫乱案二审开庭
小熊猫	应该都是家庭票，两大一小
花生壹	吴亦凡是哪国出生的
01101101	没有小孩
01101101	寻一个1.5m一下萝莉风格女孩子，要求16岁以上，免费入园迪士尼
01101101	晚上抱住主题酒店
小熊猫	[看书]
小熊猫	学习了
花生壹	学习了
Felix	学习了
花生豆	学习了
Nietzsche	加拿大好像是
花生猫	我可以吗
so898	https://developer.apple.com/visionos/developer-kit/ 有群友申请了么？
花生猫	？
花生壹	大陆出生的
花生猫	群友们都玩上了
花生猫	谁还没有自己主动退群吧
花生壹	"1990年11月6日，吳亦凡出生於中國廣州，出生時名為「李嘉恆」。父親李開明為湖北石首新廠鎮人[13][14]，曾任中華人民共和國環境保護部華南環境科學研究所副所長[15][註 3]，母親吳秀芹[18]（Stacey Yu Wu[19]）為甘肅白銀人，畢業於武漢水利電力學院，與在武漢水利電力學院讀水資源系統工程專業碩士的李開明相識。因父母的工作原因，他的幼年於甘肅省白銀市度過，由外祖母和外祖父照顧，直到5歲時再次回到廣州上小學[20]。

2000年，吳亦凡10歲時父母離異，後跟隨母親移民加拿大溫哥華，15歲再次回到廣州生活，於廣州市第七中學就讀，曾擔任校內的籃球隊隊長，帶領隊伍於2005年《少年NBA中國初中籃球聯賽》中取得華南地區冠軍[21]；年少時的吳亦凡曾渴望成為一名籃球職業運動員，但因身高不足190cm及傷患問題而放棄。17歲時正式隨母姓由「李嘉恆」改名為「吳亦凡」[3][22][23]，回到加拿大就讀灰角中學及溫斯頓邱吉爾中學。18歲時陪朋友參加韓國SM娛樂在加拿大舉辦的選秀活動，在因緣際會下成為旗下練習生，獨自前往韓國受訓。"
01101101	这年头为了沉浸式打飞机 都要学iOS开发了
花生壹	原来吴亦凡是90后
花生壹	和我年纪差不多
花生猫	我可以和你一起去迪士尼吗哥哥
花生猫	我16岁以上，萝莉音
01101101	发个语音
花生壹	[表情]
落花又生	[链接] 上诉人吴亦凡强奸、聚众淫乱案二审开庭
花生壹	[表情]
花生奶	[表情]
花生猫	[语音]
花生猫	@01101101 
陈浩强	不工作不知道钱难赚呀
阿利群	不吃屎不知道屎难吃
花生壹	@花生猫 安全公司要不要去试试
花生棒	有人出2240固态吗
花生猫	什么捏
花生壹	金睛云华
花生壹	我内射你一下？@花生猫 
花生壹	打错了
花生壹	内推
花生猫	稍等我大概了解下~
花生壹	我不知道他们北京现在还有没有研发岗了，你要是有兴趣我下午问问
花生猫	等会儿联系
Maxxxxyu	内射就行
犬吠	细说内射
阿利群	内射就行
阿利群	内射上面还是下面？
Delete.	外边也可以
01101101	有没有支持homekit的摄像头推荐
花生刀	绿米
花生猫	看了下，boss上还有，麻烦下午帮我问问吧。
花生猫	我有一个，二手出你要不
01101101	啥样的
花生刀	aqara的G2H
花生猫	aqara的，之前过年的时候在家里看猫来着
花生猫	aqara的g3
花生脑	我有两个g3
01101101	代价
花生脑	也出给你
花生猫	脑子哥先出
01101101	效果咋样
花生猫	出价
花生脑	第一二
花生猫	我卷他一手
花生脑	我第二
花生猫	[表情]
花生刀	g
花生刀	g3多少钱
赤赤	出价
赤赤	我也收一个
01101101	rtsp开放吗
陈浩强	刀把甩卖群
花生猫	不开
01101101	那完犊子
01101101	不要了
花生脑	只能homekit和aqara看
01101101	有开放rtsp的摄像头推荐吗
花生脑	tplink
花生脑	300，350都行
01101101	这个咋样 好便宜
01101101	只要支持rtsp就可以接入homekit
01101101	主要是有空了可以折腾玩玩
花生脑	买500w像素的
花生脑	rtsp接入homekit很难用
Berry	homekit 我看支持很差的
Berry	非常的卡
Berry	没办法正常使用
花生脑	经常无响应
01101101	你是怎么做的
陈浩强	rtsp 延迟高吧
花生脑	homebridgr啊
陈浩强	得慢个好几秒
01101101	node red rtsp stream + home assistant
花生脑	你自己试试就知道了
01101101	不用的啥摄像头
01101101	你用的啥摄像头
花生脑	我都有
犬吠	你买这么多
犬吠	都装哪里
01101101	https://github.com/AlexxIT/WebRTC
Vict.胡	都装哪里
犬吠	我就买了两个 一个装婴儿床 一个对着门口
Vict.胡	居然不是装对面家里么（
西西	你们是不是不太了解，花生脑？
新花生龙	亲测HA的bridge走RTSP接入HomeKit很卡
犬吠	装对面家 顺便拿对面家wifi吗
新花生龙	没研究细节
Berry	6台TP路过
犬吠	细说卧室床底
Vict.胡	这种会有安全问题么
Vict.胡	不怕被黑了？
花生骚	你们弄摄像头为了计算一下自己能坚持几s吗
花生壹	ntr?
01101101	用的录像机？
犬吠	绿帽奴？
犬吠	[表情]
新花生龙	咒怨/贞子/闪灵预防器？？？
新花生龙	哈哈哈哈
尸山血海	浴室
Berry	摄像头禁止联网，全部接到NVR
犬吠	有一说一 我不敢装这么多 就是怕被黑
Berry	NVR不暴露公网
Vict.胡	emmmm
犬吠	那远程能看吗
Berry	群晖远程看
Berry	登录群晖账号 两步验证
犬吠	[表情]
犬吠	懂了
Vict.胡	走群晖绕了一圈
Berry	那我客户的更优雅
花生骚	dell哥改头像了？
陈浩强	卧室床底也太细了
花生骚	还以为哪里来了个新拜瑞
陈浩强	还以为哪里来了个新拜瑞
Felix	还以为哪里来了个新拜瑞
Vict.胡	牛皮
花生骚	图一的门外监控 是不是打穿墙 poe供电的？
蛋蛋	典 F1+G1
陈浩强	你是黑客吧
花生骚	我有个同事邻居装摄像头在门口 他报警让他邻居拆了
花生骚	[捂脸]
花生骚	他说感觉摄像头对着他家
蛋蛋	F1+G1 我都卖了
新花生龙	你是黑客吧
ember	明天为你俩新增gay couple榜
花生棒	监控自己家有啥意义呢。。。
花生棒	我摄像头就对着外面
陈浩强	找猫？
Vict.胡	帅帅被绿了就知道有啥用了（
01101101	我想玩人脸 动作 场景识别
01101101	做自动化
花生豆	我家门口最多有5个监控摄像头，两家门上各一个、物业一个、两个防疫的摄像头…
花生脑	每个房间一个，然后每个对外的窗户一个，大门两个
ember	https://www.coconut-flavour.com/ccbonline/index.php?bid=ddeec274565c803760ea86c5fcbdecc0 怎么办，难受[抓狂]
花生豆	没宠物没小孩子，感觉也用不到…
J	homekit的人脸和物品识别不能做自动化的判断条件
花生脑	害怕有翻窗子打劫的
01101101	node red和home assistant可以做呀
01101101	自己也可以写程序
01101101	多好玩
J	我有个aqara原生的homekit摄像头，又自己用scrypted接入了一个海康的，自己做的体验更好
花生脑	你自己做做就知道了
花生豆	世界币？
陈浩强	好像是openai老板弄的吧
新花生龙	@花生脑 你头像有什么含义吗？
犬吠	我凑 loft
花生脑	[旺柴]每天测一个网速然后换上，没啥含义
J	homekit所有都要走美国的服务器过一遍，在外面的时候连接非常非常慢，推送延迟可以到10秒
新花生龙	哈哈哈哈哈哈哈哈哈
新花生龙	真的是每个人想法都不一样。
新花生龙	我头像，用了超过十年了
花生棒	二次元 踢了
花生脑	谁又知道我隔段时间换个头像呢
新花生龙	现在我知道了，以后低于50帮你打10000
花生豆	币圈离AI最近的一次
新花生龙	隔天没换帮你报警
新花生龙	奥特曼自己弄的？？
Vict.胡	这个海报图 真的太像币圈的产品了
Vict.胡	哈哈哈哈哈
新花生龙	卧槽真是，
新花生龙	我不理解，
新花生龙	但是还是先去注册吧
周辉	昨天看了一个推， 80后跟着贝索斯发财 90后跟着马斯克发财 00后跟着奥特曼
陈浩强	90后表示没跟上
大板	没有吧
大板	马斯克怎么没跟我说
周辉	哈哈 忘记是不是马斯克了。
蛋蛋	马斯克怎么没跟我说
小熊猫	上证2个点了
小熊猫	[思考]
花生豆	我也比较喜欢全民基本收入这套理论
花生豆	[表情]
新花生龙	合理
花生豆	目标：6000！
新花生龙	满3200满减
ember	这币好几年了。。只是刚上交易所而已
ember	而且跟AI无关，是什么虹膜识别的，至少3个月前AI群里就讨论过了
ember	昨天真有人进去追高
花生猫	华为od咋样啊兄弟们
新花生龙	主要是sam这个人，真的有点东西
Maxxxxyu	别去
Maxxxxyu	外包去干嘛
新花生龙	业内评价是狗都不去，没钱的时候狗都不如，综上没钱的时候可以去
01101101	https://m.ithome.com/html/707950.htm
Vict.胡	od 和外包的区别就是
Vict.胡	你还不如外包
ember	我寻思他们认真的吗……
Vict.胡	早几年还有说法 od 能转正
陈浩强	haha
新花生龙	我不理解。。。。
Vict.胡	现在就呵呵呵呵呵
花生豆	外包不要去啊
陈浩强	这波btc下行是因为这个币？
祝狗蛋	还有敢做人民网的么
ember	当然不是啊，btc这个价位徘徊很久了吧
ember	这个币的体量怎么可能撼动BTC
陈浩强	前几天30000，这两天到29000了
Vict.胡	btc 流动性都快锁死了。。
Vict.胡	虚拟币这帮人是真会玩
花生壹	币圈现在流动性极差
Nietzsche	以前想挣钱可以去od  现在od钱也不好挣了
祝狗蛋	所以币的意义何在
Vict.胡	收藏品
新花生龙	temu真的顶
ember	回家啃老 > 外包
花生壹	割韭菜 [Doge]
花生猫	……
Vict.胡	那也不是这么说
双木	给美国人民一点小小的拼多多震撼
Nietzsche	倒不至于
Vict.胡	外包还是挺爽的
Vict.胡	到点就跑
Vict.胡	加班从来不存在
花生豆	倒车接人了？
花生壹	@花生猫 ...
Vict.胡	只要能接受地位低下和工资不如人
新花生龙	好像没办法注册
Vict.胡	外包其实挺爽的
花生壹	我就不找他们ceo了吧，你看看直聘上面有没有合适你的岗位，，，
花生猫	好的，感谢……
花生棒	猫猫去接替涛哥
花生豆	和shein一起电商技术扶贫下乡了
Maxxxxyu	CapCut是剪映
Delete.	shein听说加班严重
花生壹	我们加班也严重啊
Vict.胡	国内就没加班不严重的
新花生龙	没有加班比pdd猛的
花生刀	加班好
花生刀	不加班就要下岗
阿利群	老哥们，有没有免费下载签名ipa的地方
Vict.胡	这种加班其实没啥意义
Delete.	群里都是嘴上说着加班好，实际上3点就开始陆续下班了
大板	群里都是嘴上说着加班好，实际上3点就开始陆续下班了
Felix	群里都是嘴上说着加班好，实际上3点就开始陆续下班了
阿利群	目前有一个收费的，但是有点小贵，目标app更新的比较频繁
花生壹	瞎说
花生壹	我至少要熬到六点
花生豆	群里都是嘴上说着加班好，实际上3点就开始陆续下班了
祝狗蛋	小瞧了  我以前月工时都是大于本分了
Nietzsche	od加班有钱阿   周末1.5倍工资
花生壹	狗蛋这么有福报？
Maxxxxyu	我至少要熬到六点
Vict.胡	od 谁加班啊
Vict.胡	我们当时那个外包小哥
花生壹	早上10点就要上班，太辛苦了
祝狗蛋	以前大小周，有段时间单休
Vict.胡	下班就失联
Nietzsche	od才加班
Vict.胡	回消息根本不存在的
祝狗蛋	单休还每天后半夜走
Nietzsche	正式员工好像只是换调休   od直接给钱
Vict.胡	嗷 说错了。。
Vict.胡	外包（
祝狗蛋	能换到钱的 我觉得都不亏
花生豆	虽然政府确实拿了大头，但是基建政府花的也多…
ember	外包离职几乎不可能拿到N+1
祝狗蛋	只要换成小时工资划得来  那就行
Delete.	翻到了以前的打卡记录
赤赤	狗蛋之前难道在pdd？
Nietzsche	我只打上班卡   下班不打卡
Vict.胡	好家伙 这么畜生的
Vict.胡	这上班时间
花生豆	这也拿多少加班费
花生豆	要
祝狗蛋	并不是pdd
Delete.	我那时候一个月还不到10k你敢信
祝狗蛋	但也是电商行业把（
Delete.	真是为爱发电
花生棒	谁hyper-v里装过esxi
祝狗蛋	那你这确实有点拼了
祝狗蛋	这张帅怎么还在琢磨套娃
花生豆	我之前的工作从没有一个要打卡的…
Vict.胡	很多事 都是没得选的
Nietzsche	esxi里再装个pve是吧
祝狗蛋	阿里不打卡？
花生棒	你咋知道
花生仁	真套娃
Vict.胡	阿里不打卡？
Nietzsche	pve里再起个k8s
花生豆	互联网哪有打卡的
祝狗蛋	K8s里再来个docker hub
花生豆	打卡就要给加班费、调休啊
Vict.胡	有啊 上班就打卡
Delete.	我刚发的那个，就是在个二线厂
Vict.胡	下班就弹性
祝狗蛋	下班弹性=你擅自加班
Nietzsche	一周工作30个小时  摸鱼7个小时
Vict.胡	我之前有家公司还有个骚操作
花生仁	@Delete. 你现在月薪多少
Vict.胡	上班的是时候要求你打卡
花生豆	前司基本上午工作不了
Vict.胡	下班的时候软件会自动替你打卡
Vict.胡	而且你要更新下班时间需要申报
花生豆	10点多到公司，吃个早饭，闲扯几句，就好吃午饭了
花生棒	8点30上班的哭了
Delete.	这么直接的吗
陈浩强	8点30上班的哭了
花生汤	@Delete. 你现在月薪多少
花生汤	说出来震撼我一下
花生壹	别问这么敏感的问题
花生壹	你一问都说自己月薪3800
陈浩强	[表情]
花生豆	很多人说是加班，下午6点吃饭，吃完溜达溜达消消食。再跟同事聊聊天，拿了宵夜就好回家睡觉了
花生汤	反正也不会说[捂脸]
祝狗蛋	我们之前是上班打卡，下班自觉填一天工时
Maxxxxyu	真的月薪3800哭了
花生豆	很适合单身年轻人
花生汤	真的月薪3800哭了
祝狗蛋	工时每天少于10小时被警告
花生壹	这群里都是些阴险狡诈的0
花生汤	8点30上班的哭了
Vict.胡	我们健身房就是用来干这个的
花生仁	我听你说9k为爱发电
花生棒	我们单位都是卡点走
花生仁	我感觉我算啥啊
花生仁	哭唧唧
花生棒	5月29蹲在打卡机那儿
Vict.胡	6点去吃饭，吃完去溜达一会健身，健身完在办公室聊会天
花生豆	给他们一点小小的Del震撼
祝狗蛋	国企是不一样啊
祝狗蛋	羡慕
Vict.胡	然后就差不多 9 点半
花生仁	能不能说出来给我个目标
陈浩强	[表情]
Delete.	？老板
陈浩强	羡慕卡点下班
新花生龙	其实确实是，实际有效工作时长并不多，
花生豆	再免费打车回家，交通费也省了
Delete.	你上班是副业
Vict.胡	确实（
Delete.	主业是烘焙厂啊
Vict.胡	他们会故意拖到  9 点之后等免费打车
Nietzsche	谁能每天保持一天内高强度工作5、6个小时
花生仁	我听我腾讯的同学说 他们晚上要在公司免费吃饭再走
Nietzsche	我是不信
Vict.胡	杭州这个傻逼地方，打个车就 50 起步了
花生仁	那不是我 是我媳妇。
祝狗蛋	我听腾讯的说都是打包晚饭走的
花生豆	偶尔几天
陈浩强	全靠水群活着呢
Vict.胡	说到食堂就要夸猪场了
花生豆	打包牛奶
Delete.	字节食堂也还不错吧
Vict.胡	我听到最离谱的就是一个猪场员工，吃住洗漱，全在公司解决
花生豆	餐补不吃，带牛奶…办公室冰箱里全是牛奶
Maxxxxyu	晒工资证明清白
Vict.胡	甚至周末还会拉着老婆孩子一起来猪厂蹭（
花生豆	亮出房租收入
赤赤	之前海淀小厂也有这种的
祝狗蛋	每次想到小熊猫还要oncall我就心宽一点
Vict.胡	这种人是真牛皮
李嘉銘	每次想到小熊猫还要oncall我就心宽一点
赤赤	后来疫情期间实在住不下去了
花生豆	每次想到小熊猫还要oncall我就心宽一点
花生仁	oncall?
宋超	"任天堂 Switch 2 游戏主机信息曝光： 720P 屏幕、支持 DLSS

三个独立的消息源近日发布推文，分享了任天堂 Switch 2 游戏主机的外观和规格信息。只是这三个消息源此前没有准确爆料记录，其中一个账号于今年 7 月注册，因此本次消息仅供参考。

消息源 @NintendogsBS 分享了 Joy-Con 2 设计草图，并演示了 Switch 2 游戏的主机渲染视频。

另一个账号 @NintendoLeaks1 分享了 Switch 2 游戏主机的规格信息。

根据推文内容汇总如下：

720P OLED  HDR 屏幕，掌机模式下可以支持 720P 60FPS，T239 芯片，支持 DLSS2，理论上支持 DLSS3 / 光线追踪，8GB 内存，更快的 64GB eMMC 存储，3-6 小时续航。

另一个消息源来自于 @Du5kGaymer，展示了任天堂 Switch 2 的渲染图。

https://www.ithome.com/0/707/965.htm"
ember	那你们去当小熊猫的甲方，折磨一下他
Nietzsche	我要是有小熊猫的工资  我住公司都行
花生汤	@Maxxxxyu 看看个税明细
Vict.胡	我想要 sd 降价
陈浩强	[表情]
Vict.胡	我想玩 steam！
Maxxxxyu	这工资不缴税
陈浩强	群里就我上班时长最长了吧
花生汤	[微笑]
花生壹	洗漱牛逼了
花生豆	差不多吧
花生豆	快更新一下攀比榜
陈浩强	[表情]
陈浩强	哇的一声哭了出来
嘿肉	三千八哪要缴税
花生棒	[表情]
嘿肉	等共同富裕呢
花生汤	今天是不是该发工资了
花生壹	Max日薪4000
花生壹	谁给算一下Max的月薪
阿利群	wc 120w？
陈浩强	也就12w吧
陈浩强	[表情]
嘿肉	wc 120w？
Delete.	我觉得吧
花生壹	这么少啊
阿利群	？？？你数学不好吧
Delete.	是时薪4054.5
花生壹	Max也不太行啊
陈浩强	[表情]
阿利群	明明是1200w
阿利群	当年认识一个妹子，有好感，搞暧昧，但我没有珍惜
阿利群	现在人家，一个月小三十万收入
花生汤	[表情]
花生壹	。。。
阿利群	[Emm]
花生壹	你可以介绍给我
花生汤	咋赚的
花生壹	我去暧昧她
陈浩强	砸砖的
阿利群	会不会是正经生意
花生仁	有比我高的么？
嘿肉	什么生意
花生豆	然后妹子赚你8000
Vict.胡	卧槽 200w
Delete.	我超64w
Vict.胡	仁仁牛皮
阿利群	woc，仁仁日薪6000+
大板	woc，仁仁日薪6000+
花生汤	65万，沃日
Felix	woc，仁仁日薪6000+
花生仁	月薪
花生汤	woc，仁仁日薪6000+
花生豆	woc，仁仁日薪6000+
Felix	woc，仁仁日薪6000+
阿利群	你骗人
Vict.胡	你们看清楚下面才是日薪啊！
阿利群	明明就是0608号发的工资啊
阿利群	不就是8号那天的工资吗
Maxxxxyu	哎，晚上给你们看这个月的工资
嘿肉	谁给算算月薪
花生棒	月初发工资 牛逼
大板	woc，仁仁日薪20000+
花生汤	看看7月8号的@花生仁 
花生仁	我要是日薪6k 我。。。我把你们一个个的都请吃顿饭
阿利群	咦，我吃的可多
花生仁	照6K吃啊
Nietzsche	我吃的少  能不能吃两顿
阿利群	6k哪够啊
Vict.胡	我吃的少  能不能吃两顿
阿利群	仁仁请吃饭
阿利群	我得去国宴吃一顿
花生汤	他们吃的少，你嘴对嘴喂吧
Delete.	6k可以上面喂一次下面喂一次了吧
陈浩强	[表情]
花生豆	百色起义
新花生龙	说这个很牛逼，和当年山竹一样
peak	广西佬偷你家花生了？[捂脸]
新花生龙	哈哈哈哈哈
阿利群	仁仁我怕
阿利群	大胆。小平爷爷说像，那就是
花生棒	peak是广C的吧
大板	广C是哪里
花生汤	来找我，我抱抱你
花生骚	广C老表啊
大板	不是爆爆吗
01101101	有没有一款便携屏 色域广 4k， dp供电+传输
花生骚	这个图的意思是这个台风预计不过来广东玩吗
花生仁	看来是的
花生汤	没资格
花生仁	就是预期的路线图
Guido	"Apple Vision刀把攀比群
消息统计(今天)
------------
统计起: 2023-07-25 00:00:00
统计止: 2023-07-25 14:56:46
------------
文本消息: 1231
图片消息: 106
语音消息: 1
视频消息: 1
表情包: 65
发言人数: 69
总消息: 1410
------------
发言Top10
1.大板【100】
2.花生猫【90】
3.翁帅【88】
4.Vict.胡【86】
5.Felix【76】
6.花生豆【71】
7.Maxxxxyu【67】
8.01101101【59】
9.花生汤【54】
10.花生棒【51】

------------
提问题TOP1【西西】共1次"
Guido	"Apple Vision刀把攀比群
消息统计(昨天)
------------
统计起: 2023-07-24 00:00:00
统计止: 2023-07-24 23:59:59
现时间: 2023-07-25 14:56:54
------------
文本消息: 2755 (密文1)
图片消息: 308
视频消息: 13
表情包: 98
文件包: 2
拍了拍: 13
发言人数: 80
总消息: 3220
------------
发言Top10
1.花生仁【221】
2.花生棒【166】
3.大板【166】
4.Vict.胡【165】
5.花生猫【164】
6.阿利群【158】
7.花生汤【150】
8.花生行【138】
9.翁帅【128】
10.01101101【119】
------------
拍了拍TOP1【花生汤】共3次
------------
提问题TOP1【laughing】共5次"
花生生	"Apple Vision刀把攀比群
消息统计(昨天)
------------
统计起: 2023-07-24 00:00:00
统计止: 2023-07-24 23:59:59
现时间: 2023-07-25 14:56:54
------------
文本消息: 2755 (密文1)
图片消息: 308
视频消息: 13
表情包: 98
文件包: 2
拍了拍: 13
发言人数: 80
总消息: 3220
------------
发言Top10
1.花生仁【221】
2.花生棒【166】
3.大板【166】
4.Vict.胡【165】
5.花生猫【164】
6.阿利群【158】
7.花生汤【150】
8.花生行【138】
9.翁帅【128】
10.01101101【119】
------------
拍了拍TOP1【花生汤】共3次
------------
提问题TOP1【laughing】共5次"
Felix	"Apple Vision刀把攀比群
消息统计(昨天)
------------
统计起: 2023-07-24 00:00:00
统计止: 2023-07-24 23:59:59
现时间: 2023-07-25 14:56:54
------------
文本消息: 2755 (密文1)
图片消息: 308
视频消息: 13
表情包: 98
文件包: 2
拍了拍: 13
发言人数: 80
总消息: 3220
------------
发言Top10
1.花生仁【221】
2.花生棒【166】
3.大板【166】
4.Vict.胡【165】
5.花生猫【164】
6.阿利群【158】
7.花生汤【150】
8.花生行【138】
9.翁帅【128】
10.01101101【119】
------------
拍了拍TOP1【花生汤】共3次
------------
提问题TOP1【laughing】共5次"
花生生	"Apple Vision刀把攀比群
消息统计(今天)
------------
统计起: 2023-07-25 00:00:00
统计止: 2023-07-25 14:56:46
------------
文本消息: 1231
图片消息: 106
语音消息: 1
视频消息: 1
表情包: 65
发言人数: 69
总消息: 1410
------------
发言Top10
1.大板【100】
2.花生猫【90】
3.翁帅【88】
4.Vict.胡【86】
5.Felix【76】
6.花生豆【71】
7.Maxxxxyu【67】
8.01101101【59】
9.花生汤【54】
10.花生棒【51】

------------
提问题TOP1【西西】共1次"
花生碎	"Apple Vision刀把攀比群
消息统计(今天)
------------
统计起: 2023-07-25 00:00:00
统计止: 2023-07-25 14:56:46
------------
文本消息: 1231
图片消息: 106
语音消息: 1
视频消息: 1
表情包: 65
发言人数: 69
总消息: 1410
------------
发言Top10
1.大板【100】
2.花生猫【90】
3.翁帅【88】
4.Vict.胡【86】
5.Felix【76】
6.花生豆【71】
7.Maxxxxyu【67】
8.01101101【59】
9.花生汤【54】
10.花生棒【51】

------------
提问题TOP1【西西】共1次"
Felix	"Apple Vision刀把攀比群
消息统计(今天)
------------
统计起: 2023-07-25 00:00:00
统计止: 2023-07-25 14:56:46
------------
文本消息: 1231
图片消息: 106
语音消息: 1
视频消息: 1
表情包: 65
发言人数: 69
总消息: 1410
------------
发言Top10
1.大板【100】
2.花生猫【90】
3.翁帅【88】
4.Vict.胡【86】
5.Felix【76】
6.花生豆【71】
7.Maxxxxyu【67】
8.01101101【59】
9.花生汤【54】
10.花生棒【51】

------------
提问题TOP1【西西】共1次"
花生汤	？
花生棒	？
周辉	你们被传染了？
花生仁	看 没我，说明我爱工作
新花生龙	AI起义？
花生棒	假技术组踢了
花生汤	AI起义？
新花生龙	假技术组踢了
大板	？
陈浩强	gay呢？
大板	说明我一直稳居前三是吧
大板	就我最闲
花生仁	@Guido 你真人么是？
Guido	[动画表情]
01101101	这个咋样
Guido	你没学过python么
祝狗蛋	顶着gvr头像呢
花生仁	我怕你是某个gpt
祝狗蛋	能是真gvr么
周辉	gpt早被封了。
周辉	活不过两天。
花生棒	这个月就买了一个盲盒刀把儿
花生棒	没啥购物欲了
蛋蛋	究极烂片，不喜勿下，浪费流量!!!
蛋蛋	哈哈哈
大板	干啥？自虐？
花生棒	想看看疯狂元素城
大板	中年男人的福报罢了
laughing	"「花生棒：这个月就买了一个盲盒刀把儿」
- - - - - - - - - - - - - - -
我要回苏北了，没钱买了"
花生骚	有预测gay的吗
花生骚	技术组预测下今天发言的人谁是gay
祝狗蛋	坚定为0
陈浩强	开盘
大板	奸谁的腚？
Nietzsche	开盘
Nietzsche	肯定不是我了
花生仁	开心
花生豆	等下了班吧
花生仁	报销下来了
小熊猫	我明天也要发工资了 期待
花生豆	羡慕蛋蛋的耳朵
花生棒	蛋蛋是买刀把儿top
花生豆	见者分一半？
蛋蛋	另一个群租的
Maxxxxyu	还行...能看
蛋蛋	不是我
花生仁	@小熊猫 微软的工资好拿么
花生豆	好拿，有银行卡就行
花生碎	[表情]
花生仁	@花生棒 qianji 报销怎么入账？
花生棒	你消费的时候 选报销就行
花生仁	可是
花生仁	比如我一直往手机卡里重置嘛
花生仁	然后手机费也能报销的
花生棒	重置啥
花生仁	充值
花生仁	核销的时候很难去核销完整
花生棒	这种没啥意义记录
花生仁	好吧
花生仁	那我直接平账吧
花生仁	反正烂账总是无数。
花生猫	请教一下各位
花生猫	负能量爆棚怎么处理呢
大板	撸啊
Hugh.R 🤥	负能量也是能量,不需要处理.
道航	撸啊
花生猫	不想撸
花生壹	撸啊
花生骚	周哥现在面到哪个公司了
花生仁	怎么了？
花生棒	笑死
蛋蛋	这个歌好火
花生猫	不想面了，放弃治疗了
ggbond	没听过
ggbond	一看就是死宅歌曲
花生仁	还有个问题
ggbond	死宅真可怕
花生仁	每个月公积金自动划账到某个还贷卡里
花生仁	这种周期性的怎么弄？
花生骚	不懂就问，公积金贷款不是直接扣公积金账户的吗
花生仁	我商业贷款
花生仁	公积金会每月自动划转到还贷卡里
Vict.胡	公积金贷款这个额度是不是根据账户已有的金额来算的呀
花生骚	银行应该不会给你设置自动转账，这种比较危险
花生仁	就导致这种 每个月都要平个帐
花生骚	网易云给我推了一首歌，我说这个风格这么奇怪，一打开发现原来是刀郎
花生骚	焯 刀郎开始玩trap了
花生骚	刀郎新专辑也上榜了
新花生龙	刀郎这首歌艺术性很高啊
花生骚	有点吊啊刀郎这影响力
新花生龙	比比谁是艺术家
花生骚	我一直以为刀郎已经隐退 而且也没什么影响力了
新花生龙	那英不写首歌diss回去我觉得她这大姐大白当了
花生骚	我支持那英也出一首 trap
落花又生	她哪有作词作曲的实力
蛋蛋	但是很难听啊
蛋蛋	真的有人觉得好听么。。
落花又生	只能别人写好按谱子唱
新花生龙	难听好听萝卜白菜
新花生龙	这个行为很酷啊
Maxxxxyu	哪个？
