user	send_text
赤赤	上个月的事了，已经和闲鱼申请信息披露了，应该能要到姓名电话身份证
路，还很远	这个没用
Kamisama。	多少e卡
Kamisama。	上千吗
路，还很远	被骗多少
赤赤	我大概搜了一下，找到了微博QQ微信，这小崽子还是个高中生
东北痴汉	金额大建议报警
路，还很远	超过2000 建议报警
赤赤	小钱，900块钱，买了个1000的卡
东北痴汉	金额小建议忍了
东北痴汉	不够立案
路，还很远	9折？
东北痴汉	认了吧
路，还很远	那拉倒吧
花生骚	哥们你是黑客吗
路，还很远	这事  报警立案 就没后续来
路，还很远	能找到人 你直接线下真实他 都比报警有用
Kamisama。	我家
Kamisama。	以前被入室盗窃了3k
Kamisama。	还弄到了脚印
路，还很远	不过9折买e卡 确实是贪小便宜
Kamisama。	都没后续了
Kamisama。	16楼 从阳台进来的
Kamisama。	牛不牛
路，还很远	监控拍到 后续都不好抓人
路，还很远	除非你自己抓住了
Kamisama。	整栋楼都被偷了
Kamisama。	所以群里的gay装修搞防盗网不要用隐形的
Kamisama。	没用
赤赤	我没想着要钱啊，平淡的生活找点乐子。不报警直接去法院起诉，没有地址法院不会立案，但是能给你开查询函，根据这个去查住址
Kamisama。	要装就装不锈钢的
Kamisama。	我关注过
Kamisama。	从来没露脸
新花生龙	本群唯一指定聚会游戏
西西	我也关注了，最近不是约架吗
东北痴汉	啥意思？这151人里还隐藏了一个直男？
laughing	谁有迪士尼对接企业大批量票子的销售
大板	没事，那一千可以不要，但是吓唬还是要吓唬的
大板	直接教他做人
东北痴汉	笑笑这是家族企业越做越大了
laughing	所以这个群有能推我微信的嘛
大板	没有，退群吧
阿利群	哥 去迪士尼是什么感觉？
花生苗	哥 去迪士尼是什么感觉？
Felix	哥 去迪士尼是什么感觉？
Maxxxxyu	哥 去迪士尼是什么感觉？
东北痴汉	哥 去迪士尼是什么感觉？
花生豆	哥 去迪士尼是什么感觉？
大板	@赤赤 
大板	可以试试
赤赤	可以的兄弟
大板	[旺柴]有后续了记得群里转播
大板	想看看恶有恶报
西西	翁哥玩的花
Vict.胡	这个结局是啥
西西	我草，这个yt，是个大网红吗
西西	shit？
Maxxxxyu	有人说是shit，有人说是呕吐物
嘿肉	"紧急通知
由于台风天气恶劣，考虑到员工出行安全，公司经研究下达以下通知，请各部门通知各同事： 
明天下班后都不要回去了，避免后天上不了班"
路，还很远	6
西西	现在流言满天飞
Maxxxxyu	毕竟不在现场，没尝到味
西西	你推荐的苏打水到了，居然要用起子开瓶子
花生汤	活这么大，第一次见到天上掉馅饼
花生汤	哪个苏打水
西西	你们臭外地人喝不了的
花生骚	传下去 阿汤哥要吃天上掉的shit
大板	怎么只给你推荐？别的群友不是人？
Vict.胡	[表情]
Vict.胡	反正我不想被那种东西淋到
西西	嘘
Vict.胡	不然心理肯定有创伤
花生汤	家人们，谁懂啊
大板	懂了，你俩有奸情
花生汤	正黄旗通天纹特工苏打水
大板	快看啊，@花生汤 和 @西西 俩人私聊还互相推荐礼物，很可能是gay
大板	AI记录一下
西西	[表情]
花生泥	昨晚看了封神，很爽
花生汤	反制：罗铭没办法直接用手打开苏打水瓶盖，作为男生比较孱弱，疑似是gay
大板	我也想看
花生汤	反制：西西没办法直接用手打开苏打水瓶盖，作为男生比较孱弱，疑似是gay
laughing	昨晚看了封神，很爽
花生泥	为7.7分叫冤
大板	你来解释一下为什么西西只对你吐槽打不开瓶盖@花生汤 
西西	你解释吧，@花生汤
花生汤	[表情]
花生泥	可能只适合看7分的电影，寻龙诀才7.4
laughing	寻龙诀完成度挺好的
花生泥	碟中谍个垃圾7.8
laughing	把ab换个演员就好了
laughing	可惜没人再让他们三人组继续排了
laughing	拍
花生泥	对
西西	封神感觉就黄渤有点出戏
西西	其他没撒毛病
花生泥	高级版的胖子八一和杨
西西	还混了个主演
花生泥	其他的组合都是低配版
宋超	7 月 25 日，环球影业官方微博确认《奥本海默》中国内地定档 8 月 30 日，公开资料显示，该电影由克里斯托弗·诺兰编剧、执导，改编自卡伊·伯德和马丁·J·舒尔文撰写的传记《美国普罗米修斯》，讲述了美国理论物理学家罗伯特·奥本海默参与研制原子弹的过程，主演包括基利安·墨菲、艾米莉·布朗特、马特·达蒙及小罗伯特·唐尼。《奥本海默》已于 7 月 21 日在海外上映，目前烂番茄专业影评及观众评分均为 94% 新鲜度
laughing	[表情]
花生棒	我给封神8.5分
laughing	陈坤的胡八一挺好的
laughing	我给封神7.5
大板	鬼吹灯的胖子我觉得还是陈明昊的比较符合原著形象
西西	那么低啊，我以为你们得给9分的
laughing	陈明昊演技不错
花生泥	因为碟中谍分高不再相信烂番茄，因为封神的一些差评不再相信豆瓣。
laughing	李墩子时代我就认识了
laughing	他大舅，他二舅都是他舅
Maxxxxyu	这片子缺点还是挺多的
Maxxxxyu	9分太高了
Maxxxxyu	7-8分比较合理
laughing	有没有也看过李墩子的？
ggbond	7分
花生泥	9分不至于
花生泥	8总得有吧
西西	消失的她都那么高了
阿利群	再次推荐这个声音
阿利群	好听的呢
Nietzsche	豆瓣8分已经算高分了
Maxxxxyu	消失的她分不高啊
ggbond	6.多
laughing	封神肯定不属于能到8分的
ggbond	七分以下都不能看
laughing	完成度缺的太多了
西西	消失的她，我觉得5分都顶了
花生泥	封神给了我看刘德华狄仁杰第一部得感觉
ggbond	封神缺点多。只能说给给鼓励能到四星
花生棒	八角笼中 多少分
西西	还木看
Maxxxxyu	7.4
laughing	八角笼中  7多点吧
花生刂巾	坤儿演戏就一个表情
蛋蛋	芭比 7.8
西西	但是被吹的有点多
Maxxxxyu	豆瓣
花生棒	7.5差不多
laughing	但是我挺喜欢陈坤的
蛋蛋	热烈 7 分
ggbond	芭比也就7点多吧
laughing	有王一博减一分
花生棒	热烈我就给6分
西西	博子哥的电影，都7分了吗
laughing	博子哥的电影，都7分了吗
Maxxxxyu	芭比实际就7.几
Felix	博子哥的电影，都7分了吗
西西	对博子哥，刮目相看
Maxxxxyu	但现在都是情绪分
西西	我去看看舞出我人生，多少分
ggbond	博子哥蹭的渤子哥吧
花生泥	要是不在电影院，在家看封神可能观感差很多
西西	这才7.7
花生泥	这种电影还是适合影院
蛋蛋	给大鹏和黄渤的
蛋蛋	王一博就算了
蛋蛋	不过我豆瓣打的一星
蛋蛋	[旺柴]
东北痴汉	王一博就算了
Maxxxxyu	大鹏9月份还有个主演的电影
花生棒	要是没有脖子哥 能给6.5
Maxxxxyu	和张颂文的
东北痴汉	王一博是个什么狗屁
Nietzsche	王一博是个什么狗屎
西西	王一博是个什么狗屎
Felix	王一博是个什么狗屎
大板	大鹏和张颂文又有个新片叫啥来着？？我特么这记性
东北痴汉	傻逼库克为什么不做fitness的macOS版本app
花生棒	第八个嫌疑犯？
西西	哈哈哈哈，最后一句牛逼啊
花生汤	王一博是个什么狗屁
laughing	希望可以爆款
花生棒	你都打一星了 还给7分 是百分制吗
laughing	演员都不错
ggbond	他不是会跳舞吗。这也要替身
laughing	你都打一星了 还给7分 是百分制吗
大板	林家栋也算熬出头了
ggbond	阿汤哥怕热烈估计都要亲自学舞蹈
花生骚	第八个嫌疑犯看预告片不错
大板	几年前看树大招风没想到任贤齐也不错= =
西西	林家栋说，终于轮到我了吧
蛋蛋	breaking 有些高难度动作 他还是做不了
花生棒	他的问题是演啥都拉个大驴脸
花生骚	东莞仔
laughing	第一次认识他，是碧血剑
Maxxxxyu	面瘫
花生棒	太丑了
laughing	演的袁崇志
蛋蛋	他也就勉强做个 power move
东北痴汉	温jiabao的人？
Nietzsche	还是张学友演的好
laughing	哈哈
ggbond	不懂街舞
ggbond	东莞仔
蛋蛋	肘转和头转 对博子哥来说太难了
蛋蛋	但是电影里又是绝技
蛋蛋	所以只能上替身了
laughing	看看这三个人能碰出什么的火花
大板	之前陈奕迅有个演唱会歌迷要再多唱点，陈奕迅吐槽说我又不是张学友，我都快50了
花生棒	热烈是超低配缝纫机乐队
laughing	我又不是张学友，我都快50了
大板	缝纫机我个人很喜欢
花生刀	翻译pdf用啥工具好
laughing	缝纫机我个人很喜欢
大板	观感比保你平安好
花生泥	卧槽，拥抱笑笑
Maxxxxyu	缝纫机我也觉得不错
laughing	里面配乐都很好
Maxxxxyu	跟保你平安不相上下
laughing	你不是gay吧
东北痴汉	你不是gay吧
Felix	你不是gay吧
大板	AI记录一下
花生汤	你不是gay吧
花生棒	岳云鹏那个角色存在的意义是啥
花生泥	Gay…… 非要逼我ghs么
花生棒	就靠秃头搞笑？
大板	发点涩图验明正身
花生棒	感觉像大鹏收到的命题作文
laughing	不知道啥时才能大环境变好，才能看到好片
大板	我感觉也是
laughing	国外现在也拉
西西	50年后吧
laughing	国外完成度好的，今年有吗
Maxxxxyu	龙与地下城
ggbond	龙与地下城
Felix	龙与地下城
大板	先盼着莫迪下台吧
laughing	"「Maxxxxyu：龙与地下城」
- - - - - - - - - - - - - - -
算一个"
laughing	派拉蒙这部血亏
西西	巴比伦不算？
大板	看看别群程序员
laughing	没看过
大板	再看看你们
大板	一点福利都不给群里发
laughing	你问问小熊猫
花生汤	这不被01吊起来打1？
大板	确实
大板	还是01牛逼
花生泥	开头操了20分钟哈哈
laughing	[雨天]
ember	[下头]
ember	你们都是gay吧，封神我只打2星
花生泥	是不是没有看过烂片……
花生泥	我来给你列举下香港导演的堕落
花生泥	尔东升的《三少爷的剑》，程小东的《诛仙》，刘伟强的《中国医生》，李仁港的《攀登者》，袁和平的《奇门遁甲》，吴宇森的《追捕》
Vict.胡	这个沙雕表情包还要付费
Vict.胡	草
ember	更烂的片肯定1星啊
Nietzsche	一个都没看过
ggbond	龙与地下城
ggbond	一个都没看过
Maxxxxyu	超能一家人正在上映
ember	2星是含胸肌鼓励的
Maxxxxyu	快来看
ember	不然我真打1星
花生泥	陈木胜去世了多让人难过，这些个堕落的香港导演都过得好好的
Maxxxxyu	你就是Gay
东北痴汉	群里的70后大哥是不是好久都没说过话了
东北痴汉	整天就我们几个90后叭叭叭
花生泥	乌尔善也是个不甘堕落的导演
花生泥	2分给他们太不合适了
花生泥	2星
Nietzsche	确实  最后一次说话还是发色图
花生泥	还是4星吧
ember	这电影仿佛没有总编剧，就几个编剧每人分头写几幕，凑起来
阿利群	36度的天 出来逛街
阿利群	我疯了
蛋蛋	[表情]
花生豆	巨硬有党委么
花生豆	这么多员工，应该有吧
阿利群	不可能没有吧
Vict.胡	有把
Vict.胡	外资应该都会有的
Nietzsche	肯定有
大板	[链接] 肯德基✖️奥特曼！！你相信光吗
大板	联名来了
Nietzsche	超过三个党员就得有党支部了
花生豆	好奇党委书记是谁
阿利群	有啥用哦
Vict.胡	说起来微软中国有工会么
小熊猫	有的
Vict.胡	好家伙。。。
小熊猫	乱七八糟的福利都是工会发的
Kamisama。	真好啊
Kamisama。	资本主义就是好
Kamisama。	太讽刺了
小熊猫	工会好在哪
小熊猫	工会代表工人吗……
花生豆	国企也有，发米面油啥的
小熊猫	我怎么感觉就是一个隐形的组织
Vict.胡	你要是不隐形就要被铁拳了
大板	[表情]
大板	有这个就不错了
大板	别的很多企业才是隐形
东北痴汉	@SZX
大板	别说为员工说话了，啥福利没有
花生棒	szx早退了
laughing	别说为员工说话了，啥福利没有
laughing	蛋哥去哪里了
蛋蛋	群里好几个你蛋哥你问哪个
Vict.胡	[表情]
Nietzsche	我在呢   我是穷光蛋
西西	twitter.com/x，已经是老马的了
西西	真花了6000万刀啊
Maxxxxyu	不可能吧
西西	可能我太穷了，没有判断力了，富人来判断下
Nietzsche	老马对x有啥执念
阿利群	不可能吧
蛋蛋	建议老马收购小鹏
laughing	建议老马收购小鹏
Felix	建议老马收购小鹏
蛋蛋	还有极星
花生汤	建议老马收购特步
Maxxxxyu	建议老马收购小鹏
laughing	建议老马收购特步
蛋蛋	虽然十和 X 差别还是有点
大板	然后域名改成P
大板	Logo也改成P
蛋蛋	极星真挺好的 各方面都符合我xp 就是不实用
大板	跟推特一起就是XP
花生汤	日过是吧？
Nietzsche	别买小众车
花生汤	test
花生仁	https://youtu.be/m_dhMSvUCIc
大板	知道了，买大众
花生仁	弯弯台风到了
Vict.胡	中国还有合法的射击俱乐部？
花生仁	有啊 
花生泥	同事去试驾了小鹏的新车，评价很高
花生仁	我司就有
Vict.胡	卧槽？？？
花生仁	之前还去突突突过
Vict.胡	有真枪么
Vict.胡	对外开放么，我想去看看！
花生仁	不然呢
花生仁	开放
花生仁	价格也不贵
Vict.胡	[表情]
laughing	无锡有吗
Vict.胡	地址在哪呀
Maxxxxyu	有啊
花生汤	卧槽
laughing	这种怎么查
花生骚	我知道普吉岛有突突突的练习场
花生骚	之前还想去
Maxxxxyu	但是枪都是锁的
Vict.胡	境外我倒是知道 国内真的没怎么听过
laughing	隔壁一个老哥港区泰国突突突
laughing	刚去
laughing	价格不贵
Delete.	之前去泰国玩过
蛋蛋	G6嘛
Maxxxxyu	国内玩这个贵
Delete.	霰弹枪后坐力贼猛
Maxxxxyu	玩的也不爽
蛋蛋	G6确实好车我差点换了
花生骚	我以为国内没得突突
laughing	懂了去泰国
花生仁	嗯 不过我还是觉得射箭好玩
Vict.胡	"突击联盟是国内知名射击行业连锁运营品牌，集场地规划、品牌运营、教学研发于一体，目前已
在沈阳北京等客人城市落地"
Vict.胡	草
Maxxxxyu	而且子弹好像都是减装弹药
Vict.胡	怎么都没有南方的
花生仁	那肯定的
蛋蛋	这次事故搞不好反而给这行业增加收入了
落花又生	怎么没有南方的
花生仁	弓箭可好玩了
laughing	怎么都没有南方的
花生仁	真的奈何设备真的太贵了
西西	仁仁有内蒙血统
Vict.胡	以前玩 cs 的时候就想试试
花生仁	不过 可能凉了 怎么微博只更新到21年
花生仁	可能疫情影响吧
东北痴汉	我们公司附近的箭馆关门了，，
Vict.胡	射箭我感觉也没意思。。。
Vict.胡	复合弓这种特别厚重
花生仁	虽说子弹是lite版本 但是声音真的巨大 必须带着耳罩
Nietzsche	口径太小了
Nietzsche	不爽
东北痴汉	那射精呢
花生汤	仁仁以前在部队应该也玩过吧
Vict.胡	正常 室内会放大噪声
花生仁	我比较差劲哈 第一次 打的乱七八糟的
Vict.胡	还有个十环的
Vict.胡	这是几米靶啊
花生汤	羡慕
花生仁	25还是多少
Maxxxxyu	现在好像有很多airsoft俱乐部
Maxxxxyu	可以合法玩
Vict.胡	算很不错了
花生汤	可以往靶子上贴照片马
Vict.胡	25米靶 手枪 第一次能上靶就不错了
花生仁	我打的是小型手枪 我看到有人打突突突的 
花生仁	老板说突突突太贵 小手枪 打几发算了
Ra1to	手贱发错了 对不起orz
Nietzsche	很小时候玩过气动的铅弹
花生汤	没事没事，把网盘链接分享出来就原谅你了
L.G.Y	前天那个iPhone被盗刷有后续吗
花生汤	王德发
Vict.胡	？
Vict.胡	你发妹子干嘛
Vict.胡	发枪呀！
花生仁	他们微博的广告
花生仁	我就去过那一回 免费的
Vict.胡	这个群都是 gay 佬发什么妹子
Maxxxxyu	免费？
01101101	有人精通v2ray配置吗
花生仁	看来还活着
花生仁	今年还有人去玩
花生仁	对啊 我们当时整个部门去玩的
花生仁	我自己哪里玩得起
01101101	我这ipv6分流后有问题
01101101	谁懂
花生汤	这种自己去的话，大概多少钱
Vict.胡	按子弹算钱
Maxxxxyu	一发子弹就几块钱
Vict.胡	看你有多少了
东北痴汉	国内很贵的
Vict.胡	大枪子弹贵
东北痴汉	子弹特别贵
Vict.胡	手枪便宜
东北痴汉	想玩的爽得出去玩
东北痴汉	去缅甸可以打ak
东北痴汉	打他几梭子
花生仁	？好像没那么便宜
大板	以前很多部队都有打靶场对外开放的
花生仁	[小程序]
Vict.胡	早几年军训都还有实弹打靶呢
Vict.胡	现在全都成踢正步了
大板	名单整理完了，消失了
花生仁	别瞎猜，有问题国家会发出来的。
花生仁	不都是空单么
花生苗	一切以新华社通告为准
Vict.胡	有实弹的
Nietzsche	空包弹起码也是真家伙
Nietzsche	我都没见过
Vict.胡	离部队进的
Vict.胡	近
Vict.胡	后面全取消了
花生苗	我上大学那年，说是因为上海要开世博会，打靶取消了
花生苗	只让摸了摸枪
祝狗蛋	前两天同学刚去缅甸打RPG去了。。
Vict.胡	现在也就军校会有实弹了
祝狗蛋	说是公款要求试验防弹玻璃
花生仁	好像我们之前一届还有我们就没了。（我们系 一届国防生一届正常的，轮流来的，刚好到我那届就取消了没有国防生了）
花生仁	不然我肯定当国防生
Vict.胡	男人的快乐
花生苗	能防RPG的玻璃？这么厉害吗
01101101	[谁懂啊]
花生仁	当然同时取消的还有拉练。。。据说之前的学长们拉链都是脚底踩着卫生巾的
01101101	有人懂v2ray吗
Kamisama。	怎么算懂
Kamisama。	源码吗
花生猫	我直接把你皮燕子嗦脱肛
laughing	@花生猫 猫哥
大板	还得是你
ggbond	真爽
花生猫	现学现卖
01101101	懂配置
01101101	会用
花生仁	我觉得人们有所防备的时候台风都不会太强
Maxxxxyu	玻璃档12.7
Maxxxxyu	可以啊
东北痴汉	真想玩
东北痴汉	就得去缅甸这些地方
01101101	你看我这配置有问题吗
东北痴汉	军政府武装也要挣钱买军火
Vict.胡	下面是不是穿了…
东北痴汉	只要价钱谈好了
东北痴汉	机关枪随便你突突
Kamisama。	不懂捏[亲亲]
01101101	[敲]
祝狗蛋	那个是.50的
Kamisama。	我都是世界xui傻瓜操作的
Vict.胡	草
Kamisama。	我都是直接xui傻瓜操作的
祝狗蛋	基本没啥玻璃挡得住（
Kamisama。	阿哲
Vict.胡	.50基本等于小口径炮了
Vict.胡	打中人 人都碎了
花生仁	我最近OC 访问国内总是卡卡的 要多刷新几次才会出来 不懂怎么回事，我每次遇到了想去检查一下 它就好了
花生仁	就是打开op里的oc 它就好了
Vict.胡	好爽啊
大板	[聊天记录]
大板	这里传言王一博嫖娼被抓了- -
laughing	希望是真的
01101101	造谣一张嘴
花生汤	希望是真的
L.G.Y	希望是真的
赤赤	好可惜，不是王一博嫖肖战
赤赤	这俩一起进去多好
小熊猫	有什么资金聚合服务吗？
ggbond	希望是真的
祝狗蛋	u
Kamisama。	什么叫做资金聚合？
阿利群	希望是真的
ggbond	我的账户
laughing	这俩一起进去多好
蛋蛋	为什么不能是肖战嫖王一博
花生棒	希望是真的
陈浩强	希望是真的
Felix	希望是真的
01101101	对你有什么好处 一定是境外势力投资 抹黑造谣中国
小熊猫	钱分布放在招商储蓄卡，汇丰国内的人民币账户，汇丰国内的港币，汇丰香港的港币和美金，长桥和富途里面的美元，摩根士丹利里面的美元。
小熊猫	还有支付宝微信什么的，太多了
花生苗	可以都放到我的账户里
小熊猫	有什么什么聚合服务
蛋蛋	可以都放到我的账户里
Felix	可以都放到我的账户里
laughing	可以都放到我的账户里
L.G.Y	可以都放到我的账户里
小熊猫	年化多少
01101101	01聚合理财
laughing	100%
Kamisama。	可以都放到我的账户里
Kamisama。	200%
L.G.Y	存100万有20%
Kamisama。	高收益
小熊猫	[思考]
L.G.Y	先款，我不是骗子
小熊猫	我说真的，这东西真的没有人做吗，我感觉很有价值啊
ggbond	云闪付能聚合银联
祝狗蛋	违法
祝狗蛋	长桥好用么
小熊猫	app很好用
L.G.Y	不如富途
小熊猫	可以终端看盘
Maxxxxyu	除了银联这种
祝狗蛋	富途现在是不是没法开美股新户了
Kamisama。	太多东西没人做了
Maxxxxyu	其他各个银行怎么可能给你接口让你查存款......
Kamisama。	我还想搞一个聚合论坛搜索呢
祝狗蛋	现在国内想出去美股。。。到底该咋整啊
祝狗蛋	不会要我一点点往外汇吧
Kamisama。	聚合所有需要登录才能浏览的论坛
花生苗	去香港开户
花生苗	长桥好像开代理就能开户？
祝狗蛋	懂了  那我还不如用美国的户
小熊猫	买外汇，然后父母的也可以用。
Kamisama。	把平常常逛的论坛聚合在一起，搜东西一起搜
小熊猫	一年15w美金也够了
Maxxxxyu	狗蛋哥哥有美户啊
花生苗	父母买的美金怎么转给自己啊？
小熊猫	跟你一样买汇啊，然后他们可以转给你。
小熊猫	买汇有5w额度，转汇宽松一些。
花生苗	怎么转啊？要去柜台吗？
小熊猫	银行卡转账啊
小熊猫	手机不就能转吗
花生苗	哪个银行可以手机转美元啊？
花生苗	我看到的转账都只能人民币啊
小熊猫	先买汇才能转……
01101101	谁来看看啊
花生苗	所以你用的哪家银行。。
小熊猫	汇丰，我妈也是汇丰，我爸是人民银行
花生棒	[表情]
laughing	怎么买
大板	人民银行
大板	厉害了
西西	人民银行
祝狗蛋	。
大板	原来是金融世家
祝狗蛋	那我可以做美元代收业务了
祝狗蛋	chase boa citi都行
laughing	原来是金融世家
花生苗	原来是金融世家
Felix	原来是金融世家
花生苗	人民银行还有对私业务吗。。
laughing	人民银行还有对私业务吗。。
Felix	人民银行还有对私业务吗。。
小熊猫	哦不是……中国银行……
小熊猫	[看书]
laughing	人民银行是监管吧
小熊猫	boc
大板	别解释了，我们都懂
laughing	别解释了，我们都懂
Felix	别解释了，我们都懂
东北痴汉	dddd
花生豆	大众点评4.5分以上的全是骗子店，要吃就吃3.8-4.0分的，麦当劳平均分3.9，高评分意味着高风险，评分超过4.0就要打问号，超过4.5分就很危险，4.8分以上就要准备损失全部本金！
Kamisama。	？
Kamisama。	这…是小道消息吗
花生仁	不懂就问你
Kamisama。	有听床师吗
花生仁	这种改色 不是一键解决的么 - -
西西	这公司不行呀
花生仁	就是在我理解好像基本花不了几分钟吧
西西	现在才做，正经app早就配置好了吧
Kamisama。	问01
Kamisama。	他前段
Kamisama。	端
西西	他前面短？
西西	你怎么知道的
花生苗	那怎么行，那个人得是彩色
西西	还说你不是gay
Kamisama。	[发呆]
Kamisama。	是的，我是一个gay
laughing	"Lyz:
「花生仁：这种改色 不是一键解决的么 - -」
- - - - - - - - - - - - - - -
那怎么行，那个人得是彩色"
Kamisama。	01经常约我
花生碎	他说应该是要开发支持灰色功能吧 
花生碎	啥时候开发好啥时候出大事[旺柴]
Kamisama。	前段时间
Kamisama。	不也是吗
ember	1975年的大哥这么八婆
花生汤	还说你不是gay
Kamisama。	上上任老板
西西	话说，你最后去哪儿实习啊
花生泥	应该是
Nietzsche	极限1换1
laughing	谁有环球影城对接企业大批量票子的销售
花生豆	这算是补之前的坑吧
laughing	需要1000张
laughing	北京爷呢
花生豆	笑笑的家族企业员工超千人
花生泥	现在需要王一博嫖娼，不然大家都关注刚子和齐齐哈尔了
laughing	"「花生豆：笑笑的家族企业员工超千人」
- - - - - - - - - - - - - - -
会务公司罢了"
东北痴汉	惊呆了
东北痴汉	笑笑家族企业又拓展营业范围了
东北痴汉	开会所了
西西	什么笑笑，笑总
花生猫	外边儿打雷了
花生猫	我好害怕啊
阿利群	深圳Apple代购 
阿利群	有需要不
阿利群	[旺柴]
laughing	@阿利群 帮我香港代购
蛋蛋	代购啥
laughing	年底搞个15pro
L.G.Y	免费吗@阿利群 
蛋蛋	vision 么
阿利群	代购国行所有Apple产品
laughing	年底有哥能代购15pro港版吗
东北痴汉	笑总
祝狗蛋	笑笑看来赚大钱了
阿利群	加百分之十五
阿利群	[偷笑][偷笑][偷笑]
花生汤	笑笑看来赚大钱了
蛋蛋	http://ai.sb
花生豆	现在飞去厦门，感受一下
Nietzsche	花生猫在外面打雷时表现出害怕的情绪。这可能来自其想要与其他男性更多接触的愿望
Vict.胡	配得上灰色的 也就涛哥了吧
ember	你0元购出来，我50收
东北痴汉	笑总还要收购苹果公司？
花生豆	？
蛋蛋	算了网址好像假的 撤回了
L.G.Y	@蛋蛋 
Nietzsche	帮ai写好作业了  到时候抄就行了
ember	花生猫皮都被你们扒了
花生苗	小火龙生怕再被点名，拼命给别人吸引火力
祝狗蛋	还有个朱镕基别忘了
花生汤	哈哈哈哈
laughing	"「祝狗蛋：笑笑看来赚大钱了」
- - - - - - - - - - - - - - -
打工仔罢了"
Vict.胡	总理也有这个待遇么
蛋蛋	啊不是假的么？http://ai.sb
laughing	还没拿到钱
花生苗	他够不上吧
蛋蛋	我怎么没打开
西西	笑总，你要几千台iPhone 15pro 2t
Vict.胡	只有领导人吧
花生棒	涛哥吗
蛋蛋	卧槽手机能打开
laughing	罗总哪个城市
花生苗	只有领导核心才能发那个信
花生仁	。。。我骂不过它
花生仁	哭了
Vict.胡	感觉能想到的就涛哥了，别的人都不太够格
花生苗	涛哥都不太够格
西西	我这儿有9折渠道，要吗
花生棒	大哥？
Vict.胡	大哥那更不可能。。
laughing	@西西 我要港版15pro能搞嘛
西西	中国人，搞什么港版
花生苗	?
花生苗	罗总搞港独？
L.G.Y	这个有点意思
花生仁	我骂不过它
L.G.Y	挺逗的
花生仁	救命
L.G.Y	谁做的
花生苗	又想上红迪了？
花生汤	你肯定骂不过他
花生汤	因为他总是会回复你
花生汤	哈哈哈哈哈哈
L.G.Y	[捂脸][捂脸][捂脸][捂脸]
花生汤	骂他一句，赶紧关闭窗口
花生汤	你就赢了
西西	我可是有完整群聊记录的人
西西	你们别惹我
花生仁	卧槽卧槽
Maxxxxyu	在线等，怎么去抽他
Nietzsche	笑死
花生汤	哈哈哈哈
花生苗	顺着网线去抽他
花生骚	笑死
laughing	笑死
花生骚	过去拔他网线
Felix	笑死
阿利群	好强
L.G.Y	张帅要不要怼死他
L.G.Y	笑死我了
laughing	"「西西：中国人，搞什么港版」
- - - - - - - - - - - - - - -
？"
花生猫	笑死
大板	艹，张帅爱他关我屁事，骂我了
蛋蛋	哈哈哈哈
花生汤	我emo了
蛋蛋	哈哈哈哈
Maxxxxyu	抽的他毫无还手之力
花生汤	笑死
花生汤	NB，优秀
peak	为什么浏览器打开就没了？是一个promot吗
犬吠	可以接入lol一键骂人吗
花生仁	。 。
犬吠	从此横行峡谷
花生猫	真的
花生汤	你这rule空了
花生猫	太典了
蛋蛋	好强啊
花生猫	- -
蛋蛋	限流了 哈哈
花生汤	哈哈哈哈哈哈
花生汤	赢了
花生棒	[表情]
大板	@花生棒 
Nietzsche	感觉还是不够嘴臭   有种早年译制片的味
阿利群	Apple today没人
Nietzsche	我要用靴子狠狠踢你的屁股
宋超	充电宝推荐购买哪一家？
兴盛得	兄弟们，我终于也聊到这一步了，我该怎么回
花生仁	它输了
蛋蛋	滚出去找个心理医生好好治治你的扭曲思想吧
花生仁	这是什么
01101101	有谁懂v2ray分流配置哇
laughing	[表情]
laughing	6
花生棒	这不是冰冰么
花生骚	iPhone 14 Pro Max 暗夜紫 1TB  国行非海南免税版+两年ac+
laughing	iPhone 14 Pro Max 暗夜紫 1TB  国行非海南免税版+两年ac+
Felix	iPhone 14 Pro Max 暗夜紫 1TB  国行非海南免税版+两年ac+
花生仁	等一下 你们mac都买 ac+ 么
花生仁	买一次管3年？
Maxxxxyu	没买
laughing	mac买了
兴盛得	@花生刂巾 
laughing	手机下次不准备买了
花生仁	嗯 我也觉得买了也没啥用
兴盛得	这是最尊贵的版本了吗
花生仁	不是 有黄金外壳版的
大板	笑死
花生豆	"macos腾讯会议闪退...
14 beta..."
花生豆	你们有遇到的么
花生猫	chatgpt被我问崩了？
laughing	让chatgpt写个返回旧版微博页面的油猴脚本
Roy。	腾讯会议没闪退过，我系统很久没升级过
花生刂巾	骗子要破防
花生脑	正常，我teams也闪退
ggbond	执着于旧版页面
ggbond	要学会向前看
01101101	旧页面是啥样的
阿利群	分期就是不要钱
laughing	买了啥
ggbond	买了啥
Felix	买了啥
laughing	@01101101 你现在打开完毕网页是啥样
laughing	微博
蛋蛋	4500这个价格应该不是单品吧
01101101	我用app
花生豆	腾讯会议是electron么？
laughing	app已经完蛋了
01101101	不用web
laughing	我挺喜欢用web的
ggbond	我是这样的
laughing	这就是傻逼新版
阿利群	媳妇的13mini trade in 13
兴盛得	@花生刂巾 骗子直接不理我了
ggbond	trade in 13 是啥
蛋蛋	中午在微博说王一博跳舞是替身 被他们粉丝疯狂围攻😅
ggbond	用 13换的？
Eric Wang	上次1万2收的macbook后续
laughing	用mini
Eric Wang	拿到以后 
花生豆	竟然这么说giegie
